path,level,prefLabel,synonym,definition
symptom/neurological and physiological symptom/balance symptom/loss of balance,3,loss of balance,,"A  balance symptom that is characterized by an inability to stay upright and move confidently.  Loss of balance may be due to problems in the inner ear, the brain, or the heart. Aging, infections, head injury, certain medicines, and problems with blood circulation may also cause balance problems."
symptom/neurological and physiological symptom/balance symptom/lightheadedness,3,lightheadedness,light-headedness,"A  balance symptom that is characterized by a condition of being dizzy or on the verge of fainting, particularly when one arises to a standing position. Lightheadedness is a predictable consequence of any medication tending to lower blood pressure."
symptom/neurological and physiological symptom/balance symptom/confusion,3,confusion,,"A balance symptom that is characterized by a disturbance of consciousness characterized by inability to engage in orderly thought or by lack of power to distinguish, choose, or act decisively."
symptom/neurological and physiological symptom/balance symptom/confusion/disorientation,4,disorientation,,"A confusion that is characterized by an usually transient state of confusion especially as to time, place, or identity; often as a result of disease or drugs."
symptom/neurological and physiological symptom/agitation,2,agitation,,A neurological and physiological symptom that is characterized by a feeling of irritability or severe restlessness.
symptom/neurological and physiological symptom/catatonia,2,catatonia,,"A neurological and physiological symptom that is characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders)."
symptom/neurological and physiological symptom/dysarthria,2,dysarthria,,A neurological and physiological symptom that is characterized by a difficulty in articulating words due to disease of the central nervous system.
symptom/neurological and physiological symptom/anxiety,2,anxiety,,A neurological and physiological symptom that is characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.
symptom/neurological and physiological symptom/anxiety/intense anxiety,3,intense anxiety,,
symptom/neurological and physiological symptom/generalized hyperhidrosis,2,generalized hyperhidrosis,secondary hyperhidrosis,"A neurological and physiological symptom that is characterized by excessive sweating, i.e. the production of more sweat than is required to regulate body temperature.  Generalized hyperhidrosis is caused by non-thermoregulatory stimuli and affects the entire body."
"symptom/nutrition, metabolism, and development symptom",1,"nutrition, metabolism, and development symptom",,
"symptom/nutrition, metabolism, and development symptom/adult failure to thrive",2,adult failure to thrive,,"A nutrition, metabolism, and development symptom that is characterized by a physical decline in health seen in older adults – typically those with multiple chronic medical conditions – resulting in decreased appetite and poor nutrition, weight loss, inactivity, often accompanied by dehydration, depression, decreasing functional ability, and impaired immune function."
"symptom/nutrition, metabolism, and development symptom/weight symptom",2,weight symptom,,
"symptom/nutrition, metabolism, and development symptom/weight symptom/overweight",3,overweight,obesity,"A weight symptom that is characterized by being too heavy for one’s height. Excess body weight can come from fat, muscle, bone, and/or water retention. Being overweight does not always mean being obese."
"symptom/nutrition, metabolism, and development symptom/weight symptom/low birth weight",3,low birth weight,,"A weight symptom that is characterized by an infant weighing 5.5 pounds (2500 grams) or less at birth.  Low birth weight may occur with premature birth, or due to smoking cigarettes, secondhand tobacco smoke exposure, drinking alcohol, and taking certain drugs during pregnancy."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss",3,weight loss,loss of weight,"A weight symptom that is characterized by a reduction of the total body mass, by a mean loss of fluid, body fat (adipose tissue), or lean mass (namely bone mineral deposits, muscle, tendon, and other connective tissue). Weight loss can either occur unintentionally because of malnourishment or an underlying disease."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/abnormal weight loss",4,abnormal weight loss,,"A weight loss that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/chronic weight loss",4,chronic weight loss,,"A weight loss that is characterized by conditions that last 1 year or more and require ongoing medical attention, or limit activities of daily living, or both."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight loss/acute weight loss",4,acute weight loss,,A weight loss that is characterized by a severe and sudden onset.
"symptom/nutrition, metabolism, and development symptom/weight symptom/underweight",3,underweight,,"A weight symptom that is characterized by weighing less than the normal amount for one's age, height, and build."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain",3,weight gain,gain of weight,"A weight symptom that is characterized by an increase in body weight. This can involve an increase in muscle mass, fat deposits, excess fluids such as water or other factors."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/acute weight gain",4,acute weight gain,,A weight gain that is characterized by a severe and sudden onset.
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/chronic weight gain",4,chronic weight gain,,"A weight gain that is characterized by conditions that last 1 year or more and require ongoing medical attention, or limit activities of daily living, or both."
"symptom/nutrition, metabolism, and development symptom/weight symptom/weight gain/abnormal weight gain",4,abnormal weight gain,,"A weight gain that is characterized as deviating from what is normal or usual, typically in a way that is undesirable or worrying."
"symptom/nutrition, metabolism, and development symptom/polyphagia",2,polyphagia,,"A nutrition, metabolism, and development symptom that is characterized by an excessive appetite or eating."
"symptom/nutrition, metabolism, and development symptom/anorexia",2,anorexia,,"A nutrition, metabolism, and development symptom that is characterized by a loss of appetite especially when prolonged."
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement",2,feeding difficulties and mismanagement,,
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/inability to feed",3,inability to feed,,A feeding difficulties and mismanagement that is characterized by a lack of feeding capacity.
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/feeding problem",3,feeding problem,,"A feeding difficulties and mismanagement that is characterized by delays and/or disorders in the development of eating and drinking skills including disordered placement of food in the mouth, difficulty in appropriately manipulating food when it is in the mouth, difficulty chewing, and/or difficulty swallowing."
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/decreased sucking",3,decreased sucking,,A feeding difficulties and mismanagement that is characterized by a decrease in muscle coordination to form a suck response so that the child can ingest milk.
"symptom/nutrition, metabolism, and development symptom/feeding difficulties and mismanagement/poor feeding",3,poor feeding,,A feeding difficulties and mismanagement that is characterized by an infant with little interest in feeding and it can also refer to an infant who is not feeding enough to receive the necessary nutrition required for adequate growth.
"symptom/nutrition, metabolism, and development symptom/alteration of appetite",2,alteration of appetite,,
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/increased appetite",3,increased appetite,,"An alteration of appetite that is characterized by an desire to eat, an excess desire for food."
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/decreased appetite",3,decreased appetite,poor appetite,An alteration of appetite that is characterized by a reduced desire to eat.
"symptom/nutrition, metabolism, and development symptom/alteration of appetite/loss of appetite",3,loss of appetite,inappetence|lack of appetite,"An alteration of appetite that is characterized by a loss of desire to eat, i.e. no desire to eat."
"symptom/nutrition, metabolism, and development symptom/decreased metabolism",2,decreased metabolism,,"A nutrition, metabolism, and development symptom that is characterized by a reduction in the chemical reactions catalyzed by enzymes, which keep us alive. Metabolism allows organisms to grow, reproduce, maintain their structures, and respond to their environments and can be divided into catabolism (breaking down of organic matter) and anabolism (building of molecules)."
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood",2,lack of expected normal physiological development in childhood,,
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/delayed milestones",3,delayed milestones,developmental delay,A lack of expected normal physiological development in childhood that is characterized by a failure for a child to reach a significant stage at the predicted age and may include walking or talking.
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/lack of normal physiological development",3,lack of normal physiological development,,
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/failure to thrive",3,failure to thrive,,"A lack of expected normal physiological development in childhood that is characterized by a decelerated or arrested physical growth (height and weight measurements fall below the third or fifth percentile, or a downward change in growth across two major growth percentiles) and is associated with abnormal growth and development."
"symptom/nutrition, metabolism, and development symptom/lack of expected normal physiological development in childhood/short stature",3,short stature,,"A lack of expected normal physiological development in childhood that is characterized by an individual's height being in the 3rd percentile for the mean height of a given age, sex, and population group."
"symptom/nutrition, metabolism, and development symptom/dehydration",2,dehydration,,"A nutrition, metabolism, and development symptom that is characterized by an abnormal depletion of body fluids."
"symptom/nutrition, metabolism, and development symptom/polydipsia",2,polydipsia,,"A nutrition, metabolism, and development symptom that is characterized by an excessive or abnormal thirst."
"symptom/nutrition, metabolism, and development symptom/delayed psychomotor development",2,delayed psychomotor development,,"A nutrition, metabolism, and development symptom that is characterized by the delay in development child's cognitive, emotional, motor, and social capacities from the beginning of life throughout fetal and neonatal periods, infancy, childhood, and adolescence."
"symptom/nutrition, metabolism, and development symptom/wasting",2,wasting,,"A nutrition, metabolism, and development symptom that is characterized by the unintended loss of weight and lean body tissue characteristic of many diseases (as cancer, tuberculosis, and AIDS)."
"symptom/nutrition, metabolism, and development symptom/wasting/emaciation",3,emaciation,,A wasting that is characterized by the state of being extremely thin as a result of an absence of body fat and very week as a result of muscle wasting; usually because of illness or extreme hunger.
"symptom/nutrition, metabolism, and development symptom/wasting/emaciation/progressive emaciation",4,progressive emaciation,,An emaciation that is characterized by an increase in scope or severity with time.
"symptom/nutrition, metabolism, and development symptom/decreased milk production",2,decreased milk production,,"A nutrition, metabolism, and development symptom that is characterized by a decrease in the production of milk in breastfeeding mothers."
"symptom/nutrition, metabolism, and development symptom/early satiety",2,early satiety,,"A nutrition, metabolism, and development symptom that is characterized by a feeling of being full after a few bites of food, or before you finish a normal-sized meal."
"symptom/nutrition, metabolism, and development symptom/cachexia",2,cachexia,general physical wasting and malnutrition,"A nutrition, metabolism, and development symptom that is characterized by a general physical wasting and malnutrition usually associated with chronic disease."
